Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Customer_Age,Customer_Loyalty_Tier,Location,Store_ID,Product_SKU,Product_Category,Purchase_Amount,Payment_Method,Device_Type,IP_Address,Fraud_Flag,Footfall_Count
3ab90b8b-761e-49dd-89ac-6ab38bc12af8,97d35805-42ea-43ba-8aa3-819e18558dcb,2025-06-08,15:01:23,42,None,Dubai,BOUTIQUE-NYC,LUNAR-MASC-02,Foundation,285.54,Mobile Payment,Laptop,29.246.40.72,0,266
54b52070-0a83-4ea0-b91b-a703715b546d,eaff30ab-d462-4668-9f21-e08e4fd301bf,2025-07-14,17:36:23,44,Gold,Rome,FLAGSHIP-PARIS,AURORA-LIP-01,Eyeshadow Palette,94.78,Gift Card,Mobile,187.143.238.40,0,63
5306571b-ea4f-49f0-8ecc-1d011b546b35,a8887b5a-eb11-4112-aaf9-e897ef8b13d8,2025-04-26,14:51:35,59,Bronze,Paris,POPUP-TOKYO,NEBULA-SERUM-07,Blush,75.81,None,Desktop,134.45.125.241,0,408
caa0f363-9f4b-488b-835a-f549db067b43,5f1e9433-7373-4a86-9254-4042f43608d4,2025-02-15,04:39:56,45,Silver,Singapore,POPUP-TOKYO,LUNAR-MASC-02,Highlighter,63.02,Gift Card,Mobile,162.39.159.27,0,426
f5caa14a-460f-49eb-bd97-0e25421b4fd3,2fbc734f-7c1f-4d12-9e7c-854f001f9fff,2025-03-26,02:04:19,33,Bronze,Paris,CONCESSION-SINGAPORE,STELLAR-FOUND-03,Lipstick,159.01,Debit Card,Mobile,232.175.5.240,0,292
9b51edf5-174f-4795-aed3-8dc6edfec706,6dd8c826-1eb4-494e-98bd-5a7708adcdb0,2025-08-11,12:45:46,32,Bronze,Hong Kong,POPUP-MILAN,ORION-CONCEAL-09,Highlighter,205.79,Gift Card,Laptop,117.240.169.215,0,194
9bd0408d-efba-4128-950f-98baca2430a0,31145497-6030-417f-90f0-4628daf4f50d,2025-06-02,15:33:26,64,Bronze,Shanghai,FLAGSHIP-LA,ECLIPSE-EYE-10,Eyeliner,260.14,Mobile Payment,Mobile,91.150.148.85,0,428
77a0c0d8-6b6f-4db0-a0c8-154684c85778,f71fc214-4891-40f4-8216-3bacc43bf0c3,2025-05-12,13:52:36,61,Bronze,Tokyo,FLAGSHIP-ROME,LUNAR-MASC-02,Foundation,220.66,Gift Card,Laptop,10.155.133.31,0,464
5dd201e7-95b9-400a-9d6b-6c9a4cf74640,eecf2345-89ba-424e-a469-08b12e75a7de,2025-04-26,02:08:20,20,Gold,Monte Carlo,FLAGSHIP-ROME,LUNAR-MASC-02,Mascara,102.09,Credit Card,Laptop,162.242.86.26,0,443
6879a052-3853-469d-8931-d97cd16d0db2,ff0099d6-ade1-40d4-bfcc-29d468a515f2,2025-03-25,20:04:28,54,Bronze,Monaco,CONCESSION-LONDON,ORION-CONCEAL-09,Highlighter,165.44,Mobile Payment,Laptop,169.149.13.146,0,375
1a704a06-5844-402c-9695-bc192ba53f04,fc963ae5-6392-450b-ad1f-017eca01e770,2025-04-10,14:43:33,24,Silver,Monte Carlo,BOUTIQUE-SHANGHAI,CELESTE-EYE-05,Serum,277.59,Credit Card,Mobile,125.42.64.39,0,152
a41f408d-c77f-41e0-85e2-955623a7178c,d70a5c2e-004b-4d18-a04e-b5ea312b4cd7,2025-05-11,11:08:56,38,Bronze,Milan,BOUTIQUE-NYC,SOLAR-BLUSH-04,Concealer,131.69,Gift Card,Laptop,218.142.129.67,0,266
e3c94fa0-5038-4afe-ad3a-8edca0bb0b30,f908fbab-c828-47e9-8fac-0180d27d1747,2025-03-12,17:40:37,26,Bronze,London,FLAGSHIP-PARIS,LUNAR-MASC-02,Highlighter,174.68,Mobile Payment,Mobile,158.143.140.131,0,407
5a40aa0c-f032-411e-8704-4ebfc2c46044,33ab78e0-25df-4902-baf5-512fe48cb665,2025-03-09,05:49:08,56,Bronze,Sydney,CONCESSION-LONDON,ORION-CONCEAL-09,Setting Spray,289.64,Debit Card,Desktop,4.57.89.77,0,470
4f67a98b-394f-4398-8432-cc5041450499,8e52c52e-5542-4246-8a4f-ab97cbfa5a40,2025-05-22,13:32:58,35,Bronze,Sydney,POPUP-TOKYO,SOLAR-BLUSH-04,Blush,233.68,Mobile Payment,Laptop,169.228.189.89,0,113
bd2d8ded-d6d8-48d7-bc36-e79f70207db1,008348c6-138b-4231-8a28-8386f69c24e8,2025-03-10,01:53:07,21,Silver,Singapore,BOUTIQUE-NYC,ORION-CONCEAL-09,Concealer,236.94,Credit Card,Tablet,67.120.248.92,0,207
ab056d37-9dd3-4763-9edd-82d29ffbe708,394a6249-995d-4cf8-bc20-6e37a7cd4b22,2025-05-16,16:09:19,42,Gold,San Francisco,BOUTIQUE-DUBAI,ORION-CONCEAL-09,Mascara,113.08,None,Tablet,205.16.175.43,0,211
6e3fcd93-da0b-4769-9f04-a638f5f4e35c,ffbea0c8-58db-44a0-b8e2-d96139e4fc8f,2025-05-13,05:10:20,31,Silver,Shanghai,POPUP-MILAN,CELESTE-EYE-05,Eyeliner,153.67,Debit Card,Tablet,248.74.78.253,0,67
97ec2b31-4df6-4fce-842a-cfd9632a75de,4d4ee4a7-28db-42c1-a63e-091968aa481b,2025-07-18,22:14:22,26,Silver,Monte Carlo,FLAGSHIP-PARIS,ORION-CONCEAL-09,Highlighter,70.59,Debit Card,Tablet,193.211.196.121,0,265
73fab382-dafc-4dd3-83dd-e05cffea2bf0,0c835fd2-1726-4b1b-90a5-a60125d85ff0,2025-04-22,16:57:18,43,Bronze,Monte Carlo,BOUTIQUE-DUBAI,STELLAR-FOUND-03,Blush,201.63,Debit Card,Tablet,170.225.85.107,0,368
ee22f610-fc5d-43d8-a438-a77d93fdb84c,a2b347f0-db0c-4cd8-90a8-f48061d3c366,2025-02-25,02:16:12,19,Platinum,Sydney,FLAGSHIP-LA,LUNAR-MASC-02,Lipstick,75.93,Debit Card,Mobile,148.176.27.135,0,98
9c9a91b3-734d-482c-9957-7329b4c68bf7,461a5075-ae17-4cd8-836f-518f4a5f0b0e,2025-06-11,20:35:17,37,None,Shanghai,POPUP-MILAN,AURORA-LIP-01,Blush,258.98,Credit Card,Desktop,194.59.26.85,0,105
c0f6c760-657e-43fd-a3db-77ecc7c47ed8,57a0cc74-10e3-480e-a37f-a700cd7f7553,2025-07-01,04:40:19,45,Silver,London,BOUTIQUE-NYC,AURORA-LIP-01,Blush,253.64,Mobile Payment,Mobile,119.204.243.154,0,396
dffdedb9-0909-4006-b124-2eccec7bc581,26096732-bbcc-4990-abdd-a89da010bda4,2025-03-17,19:34:05,64,Bronze,New York,POPUP-MILAN,AURORA-LIP-01,Concealer,183.4,Gift Card,Laptop,122.119.194.199,0,107
eab81f2f-b919-49e3-a063-e8103f40e7d2,1d2db436-1f49-43c7-a331-a07a1d9fe6ae,2025-05-21,16:41:10,24,Bronze,New York,CONCESSION-LONDON,ORION-CONCEAL-09,Lipstick,85.29,Debit Card,Desktop,122.134.74.222,0,204
9fba866a-87ed-445d-b4d0-f27d49cec83c,acd95b35-b603-4035-9ed3-c71aaa991ffb,2025-03-06,18:37:09,61,Bronze,Cannes,CONCESSION-SINGAPORE,NEBULA-SERUM-07,Blush,56.39,Gift Card,Desktop,4.147.229.195,0,104
3e783c47-4b5f-4c37-9ff6-07e44223745a,1e06cc86-d616-4479-b647-b34fc53b493a,2025-07-05,05:42:39,25,Bronze,Sydney,CONCESSION-LONDON,SOLAR-BLUSH-04,Setting Spray,249.18,Gift Card,Desktop,174.161.21.49,0,390
dbca473a-1974-462d-9ee2-51f1d8a22097,cf12b49a-153f-4103-8db3-929438c03136,2025-04-30,23:57:38,64,Silver,Shanghai,FLAGSHIP-LA,SOLAR-BLUSH-04,Highlighter,200.04,None,Desktop,235.181.221.139,0,68
2167bf58-eddd-4a07-a2a6-a7af002cc7fe,aa7bfb04-c8a7-45ba-a3aa-4121f1040fd0,2025-07-24,10:53:59,52,Silver,Miami,BOUTIQUE-SHANGHAI,ORION-CONCEAL-09,Highlighter,227.73,Gift Card,Tablet,86.138.136.50,0,200
19b76d19-280e-4511-8893-53fe05f495cd,f990f467-dd82-4254-9bf9-034b4444de21,2025-07-22,18:02:52,31,Silver,San Francisco,BOUTIQUE-DUBAI,STELLAR-FOUND-03,Setting Spray,125.95,Gift Card,Laptop,66.200.236.123,0,408
6ddd4f7c-0273-4b37-824f-f5e41808b547,ef46e331-a041-4ccc-a1d0-d3a36c9e0396,2025-05-17,00:05:02,34,Gold,Sydney,CONCESSION-LONDON,STELLAR-FOUND-03,Highlighter,177.37,Credit Card,Desktop,188.99.172.92,0,417
e577a37b-eb4d-4cae-b14a-6b92368f45f8,f5bcf0df-9066-4d9f-933b-8ec2f3277c71,2025-07-11,20:49:36,53,Gold,Rome,CONCESSION-SINGAPORE,GALAXIA-SET-08,Blush,236.79,Gift Card,Desktop,81.5.4.34,0,157
b115dc9a-01d8-46af-88ef-2603c9b22a57,db0a57cb-fabd-4b0d-8ccd-6ec0ab1ea1fe,2025-04-04,08:41:13,57,Gold,Miami,BOUTIQUE-SHANGHAI,ORION-CONCEAL-09,Eyeliner,165.64,Mobile Payment,Tablet,4.210.50.53,0,96
b42012a5-4d94-43d7-ac05-ab83c836c7ed,b0424357-77dc-444d-a341-9e5e4e54309d,2025-03-03,18:26:39,21,VIP,Miami,CONCESSION-LONDON,COSMIC-HIGHLIGHT-06,Blush,200.35,None,Mobile,176.228.179.112,1,256
0e35381c-911b-4e10-ba9c-f12df3e0ba0e,1fb6ce33-7eaa-4722-8409-3b9b901541a1,2025-02-25,20:01:31,19,Bronze,Cannes,POPUP-TOKYO,CELESTE-EYE-05,Concealer,247.43,Mobile Payment,Mobile,186.145.128.98,0,412
a11bbcfd-a12f-434a-8b50-30d3a252583e,c342e5f1-662c-46c4-bd64-2c267d4bd8e7,2025-08-02,20:34:18,23,Bronze,Sydney,CONCESSION-SINGAPORE,AURORA-LIP-01,Serum,103.81,Debit Card,Mobile,9.12.47.29,0,499
4c353f11-d6a3-4192-905b-951f2a0e76a5,0bcc0cf2-98cd-4a48-bc46-b92a5fce3646,2025-04-13,20:19:30,59,Bronze,Milan,BOUTIQUE-DUBAI,CELESTE-EYE-05,Eyeliner,66.48,Gift Card,Laptop,241.111.62.61,0,484
e18e1488-4aa6-43fe-805a-99ba3efc9489,41f58643-f49f-44b8-9cec-0638fb24f610,2025-04-29,07:51:51,21,Silver,Tokyo,FLAGSHIP-PARIS,AURORA-LIP-01,Mascara,182.96,Gift Card,Mobile,23.66.192.94,0,389
adb8b8a1-743c-4d6c-8d19-4210d3667911,0f93560b-5005-474e-966b-f9743b90335c,2025-03-06,21:25:19,46,Platinum,Shanghai,FLAGSHIP-ROME,ECLIPSE-EYE-10,Mascara,65.53,Gift Card,Desktop,230.56.94.129,0,461
658b0922-05bd-4faa-a13f-4cc167102664,0597773a-2a06-47d6-bc9a-6d85d46c7ce2,2025-04-14,14:04:44,35,Bronze,Zurich,BOUTIQUE-SHANGHAI,ECLIPSE-EYE-10,Eyeliner,241.64,Debit Card,Tablet,76.239.38.232,0,177
96bf2e86-b1b5-4366-88da-d0c48ca76906,6a7982a8-4cf1-45b9-a6dd-a7fecb327942,2025-03-11,01:10:28,,Platinum,Los Angeles,POPUP-TOKYO,ORION-CONCEAL-09,Blush,229.8,None,Tablet,237.141.218.165,0,234
5a1e6dbb-0313-4d05-ae74-57a2696bc1db,d4fa0e26-eae0-430a-9870-fa0ff5ba7e10,2025-05-22,13:30:29,61,Bronze,San Francisco,FLAGSHIP-PARIS,ECLIPSE-EYE-10,Foundation,270.43,Gift Card,Mobile,66.82.37.141,0,107
a50eda50-615c-43f8-9853-ebad82c8fc50,11d2d86c-dda6-41b8-ab89-6316996ce363,2025-04-26,06:21:38,51,Platinum,Shanghai,BOUTIQUE-NYC,NEBULA-SERUM-07,Serum,209.89,Mobile Payment,Tablet,199.31.195.198,0,192
432111e8-d59d-4411-bd7c-6d6b6419d164,cd3fabe1-37e3-432d-aa4b-a620cacba236,2025-06-10,04:20:55,27,Bronze,Milan,CONCESSION-SINGAPORE,GALAXIA-SET-08,Setting Spray,66.8,Credit Card,Desktop,86.30.132.135,1,449
187b0df8-0e1f-4c11-aa01-0172dcd7e492,c2a51b1a-1104-4e9e-ad11-68d2f9eb80ca,2025-07-26,22:20:46,53,Bronze,Sydney,POPUP-TOKYO,STELLAR-FOUND-03,Blush,113.29,Credit Card,Mobile,46.225.35.251,0,146
f73252fc-5e38-49cb-ae09-1b7163fc88ad,5b1ad02e-e70c-487f-adc4-48a0f11bb26b,2025-05-18,11:25:08,31,Silver,San Francisco,POPUP-MILAN,NEBULA-SERUM-07,Eyeliner,251.98,Credit Card,Desktop,251.102.201.91,0,96
210a3217-c25c-427b-8ca6-7affc6aaeac0,3706178f-00a2-4182-b8de-7a5ccc84a0ad,2025-03-27,11:32:35,48,Bronze,Rome,BOUTIQUE-NYC,CELESTE-EYE-05,Foundation,91.78,Gift Card,Laptop,166.251.55.73,0,240
84598a36-1232-4e4a-84e0-b0c2f4d72602,d4cd65d5-f28b-4be0-8db0-8a393b8df8bb,2025-05-19,03:20:15,65,Bronze,San Francisco,BOUTIQUE-NYC,CELESTE-EYE-05,Blush,224.62,Debit Card,Desktop,139.220.111.54,0,189
f3e1a9e9-1477-4780-bcf1-79b5a82a08b4,d3e84df5-de46-4803-b5a8-cd834da3e06b,2025-05-15,14:07:17,32,Bronze,Sydney,BOUTIQUE-SHANGHAI,ECLIPSE-EYE-10,Foundation,245.06,Debit Card,Desktop,234.226.132.52,0,152
9d3b804d-676e-4c94-b2a0-bbf13cad0519,91b0a010-11b2-4032-923a-d8ff10b58533,2025-04-08,14:15:09,25,Gold,Geneva,CONCESSION-SINGAPORE,STELLAR-FOUND-03,Eyeliner,132.53,Gift Card,Desktop,9.37.36.128,0,280
94b1052c-201e-438c-839f-a8ef761a5ece,99f28397-5ced-4874-bc81-cbe0f9d7ca83,2025-08-04,03:03:18,31,Silver,Zurich,POPUP-TOKYO,GALAXIA-SET-08,Blush,130.57,Mobile Payment,Desktop,199.228.9.254,0,476
50cba75f-5581-4d61-bc3b-b27e3155daaa,5313bbd6-baaa-411c-8081-ae83558ac9b1,2025-04-23,12:55:39,40,Bronze,Shanghai,FLAGSHIP-LA,AURORA-LIP-01,Lipstick,189.45,Mobile Payment,Laptop,39.0.19.199,0,389
0aa5d501-7edd-4558-acf1-80203139e701,65cb5c83-ad46-4e81-ab95-6479da4b91c2,2025-08-12,13:15:55,,Silver,Miami,POPUP-TOKYO,NEBULA-SERUM-07,Highlighter,265.32,Mobile Payment,Mobile,69.77.168.200,0,462
63d2016e-e8f7-44c0-bafc-cf034c5c4bbb,e0de57a8-3ae5-4d5a-9992-eb285a15c585,2025-08-07,05:52:20,38,Gold,Las Vegas,CONCESSION-LONDON,GALAXIA-SET-08,Eyeliner,105.98,Gift Card,Desktop,148.1.251.244,0,98
93f2d91c-4e95-4a16-a3f5-c6dc7465c9ff,2df46caf-e75b-4ed2-b597-72203af2fa77,2025-07-29,18:46:20,33,Bronze,Monte Carlo,BOUTIQUE-NYC,LUNAR-MASC-02,Mascara,285.31,Debit Card,Mobile,112.206.35.115,0,436
9f3c1f6c-5e50-4e68-b52f-4ca498407d73,13d70325-0920-4b59-83bc-280fb02aea4c,2025-03-04,06:48:10,62,Silver,Cannes,BOUTIQUE-DUBAI,SOLAR-BLUSH-04,Mascara,199.78,Gift Card,Tablet,1.196.246.62,0,161
11187cec-b922-4e80-ac45-bcc5501812a5,ec765755-018a-493d-a13c-a9b8dc99eda9,2025-07-19,15:32:29,35,Bronze,Monaco,BOUTIQUE-NYC,ECLIPSE-EYE-10,Serum,298.03,Debit Card,Desktop,146.183.170.155,0,365
90f29389-1de3-4e3b-83b0-912904e1cfb5,cf571e04-95a8-47f7-84f0-0aeb4dbdfdd9,2025-07-26,15:56:19,64,None,Monte Carlo,BOUTIQUE-NYC,AURORA-LIP-01,Eyeshadow Palette,72.4,Credit Card,Desktop,103.28.46.187,0,371
c79770ed-bb16-48ec-ad18-bea61f716edc,613bd62f-3478-4417-90ce-0ef315523e08,2025-03-29,15:01:05,41,Gold,Singapore,FLAGSHIP-ROME,LUNAR-MASC-02,Mascara,81.64,Gift Card,Tablet,137.174.41.235,0,136
ae5fa3c8-9413-4fe4-983e-2faef91cb271,c1ea4023-d634-44a1-8736-e1441fdbc231,2025-06-30,12:32:29,43,Bronze,Hong Kong,POPUP-MILAN,AURORA-LIP-01,Eyeshadow Palette,256.66,Debit Card,Mobile,195.148.103.90,0,431
50dc5adf-f4f4-4c5a-b287-d5760b1be0f7,9e253ec5-4f56-44cf-b58d-5b1887126e0c,2025-04-17,07:13:37,42,Silver,Monte Carlo,FLAGSHIP-LA,AURORA-LIP-01,Lipstick,266.19,Credit Card,Laptop,142.20.196.97,0,331
22043902-1254-4316-b359-6ffd8c2a4828,a7613b3e-ded7-4d55-a976-aba846ee63a9,2025-03-27,11:03:03,62,Gold,New York,FLAGSHIP-PARIS,ECLIPSE-EYE-10,Eyeliner,161.36,Credit Card,Desktop,77.199.54.183,0,376
cdd33841-e7b9-4d73-b08e-ecb02e801c10,652aff8f-e520-4377-ae1f-0cd1e63ea183,2025-06-12,09:31:38,58,Bronze,Monte Carlo,FLAGSHIP-PARIS,AURORA-LIP-01,Foundation,228.52,Gift Card,Tablet,125.43.224.97,0,301
a3d630cc-d604-4ea8-b8c2-1aba6e6d93dd,05d6b103-19d0-4477-bdda-d374c9fd301b,2025-05-22,20:43:30,46,Silver,Monaco,POPUP-MILAN,GALAXIA-SET-08,Serum,266.89,Debit Card,Tablet,36.18.98.12,0,123
f380cddb-80d1-4987-b2cb-82b249648780,6b22aeb6-f944-4dd2-83a0-90d3cb1fb2fb,2025-04-24,09:34:00,,Bronze,Cannes,BOUTIQUE-NYC,GALAXIA-SET-08,Highlighter,60.78,Credit Card,Desktop,185.122.250.199,0,96
67ac90fd-3b25-46fb-b174-0bab17e5d25c,c7ffee57-3de0-4bbc-b037-aa8d146a3a3b,2025-07-27,03:27:08,62,VIP,New York,FLAGSHIP-PARIS,LUNAR-MASC-02,Setting Spray,193.49,Gift Card,Mobile,17.157.255.230,1,125
da0a8c73-8495-4c1b-9c92-e2e61971f199,5984baaa-3e88-4afa-8082-16799ba2cbac,2025-08-09,08:46:23,18,Silver,Hong Kong,CONCESSION-SINGAPORE,CELESTE-EYE-05,Eyeshadow Palette,263.37,Credit Card,Mobile,248.8.18.173,0,145
11bd47c6-ceef-4cd7-812a-bcea15b1638d,69a4b762-b8c0-4f15-a6a9-43377f4392c3,2025-07-06,12:23:02,42,Gold,Paris,FLAGSHIP-LA,STELLAR-FOUND-03,Highlighter,149.54,Mobile Payment,Desktop,15.172.21.207,0,475
728be591-ddf1-47d4-b19e-38220e9a4536,70e679e2-3803-4b3e-9f6a-5a02780969ff,2025-04-11,12:03:36,24,Silver,Geneva,FLAGSHIP-PARIS,NEBULA-SERUM-07,Serum,125.6,Gift Card,Tablet,31.108.234.76,0,80
a0baa93f-1bfa-44a1-8ab2-6c1841841e56,cdc56d58-e8db-478f-a4ef-156e2c613196,2025-08-08,17:12:23,26,Bronze,Los Angeles,POPUP-MILAN,NEBULA-SERUM-07,Serum,248.93,Credit Card,Desktop,190.119.36.18,0,71
85658a57-8468-47ca-9dd7-952b6eb0c7b3,8bd25faf-1c7a-4c2e-8e85-38f27a6a7aa7,2025-05-08,17:18:04,41,Silver,Zurich,CONCESSION-LONDON,COSMIC-HIGHLIGHT-06,Mascara,133.95,Gift Card,Laptop,189.72.250.9,0,66
ceb91753-808b-4837-b17d-2f75b7df47bd,1c61d30f-35ca-446f-88b4-04912a33fd24,2025-02-28,12:32:28,18,VIP,Monaco,FLAGSHIP-PARIS,ECLIPSE-EYE-10,Highlighter,50.79,Gift Card,Laptop,121.23.124.66,0,261
